 ,X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,MT,M
Q:GC,0.03522914923980939,0.10005205036769658,0.06517927329157026,0.051953762731096684,0.031780771993218916,0.04008879902580839,0.04461307772757981,0.04833285353944116,0.032672187042721686,0.04170588214388066,0.03737093625073867,0.061214915677435054,0.048538987211634986,0.014948891449943604,0.030996300902174066,0.035446268092026084,0.05469133421150155,0.06690685439693139,0.013541172939366006,0.07913432904297435,0.027140825807677283,0.010797785775419625,0.027663591139353794,0.0,0.0
Q:TA,0.039062685977516824,0.09953833257781616,0.08892985846082158,0.06223114773610756,0.04975726372783148,0.052728852061295656,0.05421692544185092,0.050124976891304296,0.036329655357545336,0.037764547082226436,0.04256912982148691,0.052155503161776064,0.05718648780747228,0.02398188784748514,0.03462632289368987,0.03654592742476695,0.03238205701580002,0.04753376402033059,0.01906486389294786,0.04113829003249146,0.018348177768548368,0.009766684478300619,0.014016658520587632,0.0,0.0
T:AA,0.038047373131849374,0.10056901891911012,0.08706604617973,0.06202367733859086,0.04920752581346637,0.052734827956360864,0.05413215387501884,0.049506799007138884,0.03707265910230345,0.038675139409635184,0.0428102152736981,0.052280227976660994,0.0575228914773269,0.02360290476468761,0.03280409447559524,0.03541143143629603,0.03304492788838617,0.047810815050396624,0.019198083175187085,0.04172631112724186,0.020046997886940556,0.009762519185164908,0.014943359549213985,0.0,0.0
T:AG,0.036600719054473346,0.10436957542636921,0.07136442261406922,0.05636325592849657,0.035865736531246896,0.04404135180360186,0.048330464129267586,0.04733745895294525,0.032371557322465425,0.04068823281519172,0.03778356777737876,0.061211907128301914,0.05359788785830031,0.01665597939580381,0.03034175952641382,0.0351072439712919,0.04552689224938742,0.06199596685319922,0.014443684939646796,0.068753045284445,0.024753717671495434,0.009749024480413494,0.02274654828579506,0.0,0.0
T:CC,0.0358826604437469,0.10313967972501423,0.06527728420008272,0.05245160883418498,0.031023228002168644,0.04038732338846714,0.04619584003958864,0.04604483558707984,0.03217486436889235,0.0415935396777844,0.0361046187956273,0.06109100413715813,0.050460048103105115,0.014707166586413965,0.029152955987963306,0.034941460000800506,0.05164867752847556,0.06761633710500813,0.01310767163263103,0.08381141302568046,0.027123492532860144,0.01001996412279755,0.026044326174468967,0.0,0.0
T:GA,0.0372646322233559,0.10322397665408518,0.07305052335661741,0.05677902007092249,0.03766633607557455,0.045316546916584016,0.04940243876335148,0.047737472619209007,0.032586173681619375,0.04032592951988184,0.038637774432227635,0.05935870084835858,0.054270689888907125,0.01785298923319515,0.029961898782045335,0.034883306101189414,0.04389667006771172,0.05966051386698822,0.015344302298202678,0.06729574108295934,0.02416216563327221,0.009860652287143336,0.021461545596598002,0.0,0.0
U:AA,0.03930401586610434,0.09952377375403985,0.08801193386380347,0.06089113123291762,0.0492826684378788,0.05250831502433183,0.05474622617427219,0.04796859693256563,0.03617343375050532,0.03873612253529775,0.04320726953333319,0.05005035300087366,0.0561145311809906,0.023863363991884923,0.0322611411663756,0.036088343256921236,0.03235121864859465,0.04818241407028973,0.01914910129789496,0.04701888728439456,0.02021319999788053,0.009573148058393897,0.014780810940455667,0.0,0.0
U:AG,0.038182434800752875,0.10371670034854992,0.07402784248988761,0.056601767566862256,0.0379055506739172,0.045093166960275655,0.049865011881285504,0.046284280401180655,0.03329517411434746,0.04048648597940085,0.03915920467735182,0.05654917663928053,0.052863831854580684,0.017837705534583935,0.03092801382260142,0.03684150828506102,0.04340315039555485,0.06039513695956781,0.015422218444519556,0.06522724824083347,0.02440816017888875,0.009765424563715614,0.021740805187000545,0.0,0.0
U:CC,0.03569762783561214,0.10241684378719676,0.06290963331720872,0.0515117684614239,0.029204106348515477,0.039011638579449094,0.044686037745433636,0.04715321801353312,0.030935288759378923,0.042027498034452784,0.035762280196404636,0.06368950241926825,0.04998406781109042,0.013781632033397563,0.02843433917782978,0.033590942204252974,0.05334801095857515,0.06907700673423608,0.012478194259563065,0.08972737484861534,0.027670921792579063,0.009763372359499452,0.027138694322483666,0.0,0.0
U:GA,0.038461649003283166,0.10294207344820946,0.07518703110494851,0.056516014563309874,0.03944746028253537,0.04648992744850517,0.05054621992309586,0.04638805708955426,0.03356516557446101,0.040203983418443515,0.03959850943546257,0.055677100980350516,0.053168024459105116,0.01844492182647486,0.03115253058426004,0.03638847542864588,0.042188699032487065,0.05847677946600133,0.01593009713450496,0.0647457983267075,0.023880455932128154,0.00976454534683983,0.020836480190685982,0.0,0.0
